label,num_outgoing_packets,num_outgoing_packets_fraction,mean_outgoing_packet_order_idx,total_packets,incoming_count_first30,outgoing_count_first30,last_ts,max_dt,num_bursts,mean_burst_length,mean_outgoing_burst_length,max_burst_length,iat_mean,packets_per_sec,direction_changes
0,121,0.0851513019000703,773.3223140495868,1421,20,9,10.14,0.92,157,9.05095541401274,1.551282051282051,66.0,0.0071408450704225,140.13806706114397,156
0,80,0.1544401544401544,226.1625,518,21,8,10.16,3.59,95,5.4526315789473685,1.702127659574468,50.0,0.0196518375241779,50.98425196850393,94
0,118,0.0868924889543446,786.1101694915254,1358,22,7,11.11,1.7700000000000002,153,8.875816993464053,1.5526315789473684,50.0,0.0081871775976418,122.23222322232223,152
0,122,0.0843706777316735,820.139344262295,1446,20,9,13.36,0.4600000000000008,161,8.98136645962733,1.525,70.0,0.0092456747404844,108.23353293413174,160
0,115,0.0817923186344238,789.6086956521739,1406,21,8,10.64,0.4100000000000001,159,8.842767295597485,1.4556962025316456,60.0,0.0075729537366548,132.14285714285714,158
0,68,0.1216457960644007,249.5735294117647,559,21,8,10.74,3.63,83,6.734939759036145,1.6585365853658536,68.0,0.0192473118279569,52.04841713221602,82
0,115,0.0835755813953488,800.6782608695652,1376,22,7,15.84,1.950000000000001,155,8.87741935483871,1.4935064935064934,52.0,0.01152,86.86868686868686,154
0,126,0.089807555238774,806.7301587301587,1403,21,8,8.85,2.29,153,9.169934640522875,1.6578947368421053,62.0,0.0063124108416547,158.5310734463277,152
0,70,0.1241134751773049,259.1714285714286,564,21,8,11.82,3.8000000000000007,89,6.337078651685394,1.5909090909090908,55.0,0.0209946714031971,47.71573604060914,88
0,74,0.1312056737588652,258.2567567567568,564,21,8,12.35,2.66,87,6.482758620689655,1.7209302325581397,50.0,0.0219360568383658,45.66801619433198,86
0,117,0.0822206605762473,806.982905982906,1423,21,8,12.75,1.35,151,9.42384105960265,1.56,54.0,0.0089662447257383,111.6078431372549,150
0,67,0.1181657848324514,256.5970149253731,567,21,8,12.25,2.59,89,6.370786516853933,1.5227272727272727,53.0,0.021643109540636,46.285714285714285,88
0,71,0.1261101243339254,253.32394366197184,563,21,8,14.25,2.26,87,6.471264367816092,1.6511627906976745,46.0,0.0253558718861209,39.50877192982456,86
0,116,0.0803880803880803,812.2844827586207,1443,21,8,10.67,1.459999999999999,161,8.962732919254659,1.45,63.0,0.0073994452149791,135.2389878163074,160
0,136,0.09366391184573,874.5441176470588,1452,21,8,10.92,0.9500000000000002,171,8.491228070175438,1.6,71.0,0.007525844245348,132.96703296703296,170
0,70,0.1268115942028985,251.8142857142857,552,21,8,11.74,4.08,83,6.650602409638554,1.7073170731707317,52.0,0.0213067150635208,47.018739352640544,82
0,72,0.1276595744680851,261.43055555555554,564,22,7,10.46,3.710000000000001,93,6.064516129032258,1.565217391304348,62.0,0.0185790408525754,53.91969407265774,92
0,115,0.0811573747353563,805.0956521739131,1417,22,7,10.65,0.99,153,9.261437908496733,1.513157894736842,78.0,0.0075211864406779,133.05164319248826,152
0,68,0.1214285714285714,247.51470588235293,560,21,8,23.12,5.91,89,6.292134831460674,1.5454545454545454,50.0,0.0413595706618962,24.22145328719723,88
0,99,0.0840407470288624,655.6767676767677,1178,21,8,28.77,0.9799999999999986,135,8.725925925925926,1.4776119402985075,54.0,0.0244435004248088,40.94542926659715,134
0,112,0.178060413354531,273.0178571428572,629,20,9,39.59,10.510000000000002,88,7.1477272727272725,2.604651162790698,36.0,0.0630414012738853,15.887850467289718,87
0,1604,0.3162460567823343,3762.319201995013,5072,19,10,52.26,35.129999999999995,377,13.453580901856764,8.53191489361702,497.0,0.0103056596332084,97.05319556065824,376
0,1577,0.3140808603863772,3713.169942929613,5021,20,9,19.72,5.460000000000001,405,12.397530864197533,7.806930693069307,298.0,0.0039282868525896,254.61460446247463,404
0,1645,0.3150737406627082,3851.3823708206687,5221,20,9,18.45,6.369999999999999,395,13.21772151898734,8.350253807106599,300.0,0.0035344827586206,282.98102981029814,394
0,163,0.1573359073359073,438.4355828220859,1036,20,9,9.79,1.6799999999999995,141,7.347517730496454,2.3285714285714287,53.0,0.0094589371980676,105.82226762002044,140
0,159,0.1560353287536801,437.7672955974843,1019,20,9,10.92,1.2799999999999994,139,7.330935251798561,2.3043478260869565,70.0,0.0107269155206286,93.31501831501832,138
0,1635,0.3154543700559521,3812.1993883792047,5183,20,9,19.87,6.539999999999999,423,12.252955082742316,7.748815165876778,297.0,0.0038344268622153,260.84549572219424,422
0,146,0.1420233463035019,429.2602739726028,1028,19,10,9.98,1.839999999999999,135,7.614814814814815,2.1791044776119404,66.0,0.0097176241480038,103.00601202404808,134
0,1455,0.2972420837589377,3596.1587628865977,4895,20,9,22.9,6.619999999999999,405,12.08641975308642,7.202970297029703,297.0,0.0046791990192071,213.75545851528383,404
0,1479,0.2987878787878787,3656.317106152806,4950,20,9,19.67,7.19,399,12.406015037593985,7.432160804020101,366.0,0.0039745403111739,251.65226232841889,398
0,1527,0.3023163729954464,3764.4322200392926,5051,20,9,19.77,7.02,377,13.39787798408488,8.122340425531915,466.0,0.0039148514851485,255.48811330298432,376
0,1490,0.3003426728482161,3652.103355704698,4961,19,10,15.97,7.280000000000001,379,13.089709762532982,7.883597883597884,418.0,0.0032197580645161,310.644959298685,378
0,121,0.1537484116899618,326.6942148760331,787,20,9,22.65,5.859999999999999,101,7.792079207920792,2.42,54.0,0.0288167938931297,34.746136865342166,100
0,152,0.1496062992125984,440.5723684210527,1016,21,8,20.23,5.26,139,7.309352517985611,2.2028985507246377,63.0,0.0199310344827586,50.22244191794365,138
0,1543,0.3017797770389204,3821.473104342191,5113,21,8,41.8,14.290000000000004,366,13.969945355191255,8.478021978021978,332.0,0.0081768388106416,122.32057416267943,365
0,1476,0.2893550284257988,3703.64566395664,5101,20,9,56.51,28.9,363,14.052341597796143,8.154696132596685,286.0,0.0110803921568627,90.26720934347904,362
0,1480,0.2991107518189167,3613.031081081081,4948,19,10,17.92,7.790000000000001,393,12.59033078880407,7.551020408163265,496.0,0.0036223974125732,276.1160714285714,392
0,168,0.1624758220502901,448.42261904761904,1034,19,10,9.97,1.85,131,7.893129770992366,2.5846153846153848,57.0,0.0096515004840271,103.7111334002006,130
0,1570,0.3083267871170463,3767.769426751592,5092,20,9,20.4,6.989999999999998,399,12.761904761904765,7.889447236180905,364.0,0.0040070713022981,249.6078431372549,398
0,1571,0.3124502784407319,3675.8987905792487,5028,19,10,55.9,36.32,401,12.53865336658354,7.855,498.0,0.0111199522578078,89.94633273703042,400
0,434,0.0928342245989304,2391.1774193548385,4675,21,8,7.91,0.96,441,10.600907029478458,1.9727272727272729,84.0,0.0016923406076166,591.0240202275601,440
0,446,0.0800718132854578,2576.571748878924,5570,21,8,17.74,0.4700000000000002,475,11.726315789473684,1.8818565400843883,70.0,0.0031854911115101,313.97970687711387,474
0,447,0.0951873935264054,2525.9664429530203,4696,21,8,12.93,0.4099999999999999,429,10.946386946386946,2.088785046728972,69.0,0.0027539936102236,363.1863882443929,428
0,429,0.0909862142099681,2407.988344988345,4715,21,8,7.13,0.2099999999999999,413,11.416464891041162,2.0825242718446604,84.0,0.0015125159100551,661.2903225806451,412
0,436,0.0912133891213389,2427.77752293578,4780,22,7,8.82,0.8499999999999999,437,10.938215102974828,2.0,79.0,0.0018455743879472,541.9501133786848,436
0,463,0.0809016250218416,2692.1533477321814,5723,21,8,17.73,0.52,513,11.155945419103316,1.80859375,71.0,0.0030985669346382,322.7862380146644,512
0,430,0.0920376712328767,2359.344186046512,4672,21,8,7.52,0.65,423,11.044917257683217,2.037914691943128,87.0,0.001609933633055,621.2765957446809,422
0,405,0.0861518825781748,2570.5456790123458,4701,21,8,11.79,1.4,419,11.219570405727923,1.937799043062201,92.0,0.0025085106382978,398.7277353689568,418
0,421,0.0887623866751001,2451.021377672209,4743,22,7,16.87,1.3099999999999996,406,11.682266009852215,2.084158415841584,96.0,0.0035575706452973,281.1499703615886,405
0,429,0.0900125891733109,2403.4125874125875,4766,20,9,8.52,0.52,433,11.006928406466512,1.9861111111111112,73.0,0.0017880377754459,559.3896713615023,432
0,422,0.0900554844216816,2359.291469194313,4686,20,9,8.11,0.71,434,10.797235023041477,1.953703703703704,83.0,0.0017310565635005,577.8051787916153,433
0,449,0.0809738503155996,2588.008908685969,5545,21,8,8.84,0.57,479,11.576200417536535,1.8786610878661087,100.0,0.0015945165945165,627.262443438914,478
0,427,0.0892185541161721,2489.4121779859483,4786,21,8,9.41,1.17,419,11.422434367541769,2.0430622009569377,88.0,0.0019665621734587,508.6078639744952,418
0,413,0.0872596661736742,2377.973365617433,4733,21,8,17.98,0.6099999999999999,459,10.311546840958606,1.8034934497816597,69.0,0.0037996618765849,263.2369299221357,458
0,417,0.0970670391061452,2459.167865707434,4296,22,7,52.26,28.92,429,10.013986013986012,1.948598130841121,79.0,0.0121676367869615,82.20436280137773,428
0,447,0.0888667992047713,2664.0447427293066,5030,21,8,10.5,0.3400000000000001,469,10.724946695095948,1.9102564102564104,85.0,0.0020878902366275,479.04761904761904,468
