label,num_outgoing_packets_fraction,mean_outgoing_packet_order_idx,incoming_count_first30,outgoing_count_first30,num_bursts,mean_burst_length,mean_outgoing_burst_length,max_burst_length,iat_mean,packets_per_sec,direction_changes,num_outgoing_packets_log1p,total_packets_log1p,last_ts_log1p,max_dt_log1p
-1,0.2230769230769231,36.75862068965517,16,13,36,3.611111111111111,1.7058823529411764,32.0,0.0431007751937984,23.38129496402878,35,3.4011973816621555,4.875197323201151,1.8809906029559975,0.5596157879354227
-1,0.0743427017225748,3845.2466124661246,17,12,776,12.792525773195877,1.9069767441860463,100.0,0.001196856739875,835.6060606060605,775,6.6052979209482015,9.203114326884442,2.5556757206762075,0.9360933591703346
-1,0.2061281337047353,155.90540540540542,16,13,77,4.662337662337662,1.947368421052632,33.0,0.0497486033519553,20.157215047726,76,4.31748811353631,5.886104031450156,2.934388643312939,1.6389967146756446
-1,0.0543827905106554,4667.994454713494,20,9,733,13.57162346521146,1.4781420765027322,85.0,0.0009218859957776,1084.8418756815704,732,6.295266001439646,9.20522732258936,2.3194422100604686,0.8544153281560676
-1,0.1168261562998405,1227.269624573379,26,3,341,7.354838709677419,1.723529411764706,70.0,0.0213761467889908,46.79977607762642,340,5.683579767338681,7.827639546366422,3.9998507157936665,2.403334996094189
-1,0.0443830570902394,2483.4398340248963,26,3,404,13.44059405940594,1.199004975124378,72.0,0.0023356050838091,428.2334384858044,403,5.488937726156687,8.599878558034845,2.615934912194404,1.5129270120532563
-1,0.0527108433734939,585.4,17,12,108,12.296296296296296,1.320754716981132,62.0,0.0191409193669932,52.28346456692913,107,4.262679877041316,7.192182058713246,3.2733640101522705,2.580974118534234
-1,0.0434685189334528,1604.1443298969073,18,11,281,15.882562277580073,1.3857142857142857,84.0,0.0031600179291797,316.5248226950355,280,5.272999558563747,8.403800504061147,2.714694743820879,0.9631743177730056
-1,0.0722595078299776,2020.4520123839009,19,10,372,12.016129032258064,1.745945945945946,66.0,0.0093689863504139,106.75901600191068,371,5.780743515792329,8.405367376233981,3.7581722806098856,2.826721730819709
-1,0.0429244809948851,4250.128504672897,16,13,672,14.83779761904762,1.2776119402985076,81.0,0.00097592778335,1024.7687564234327,671,6.061456918928017,9.207536444643448,2.373043556642607,0.7793248768009976
-1,0.0363691012924556,4167.504132231405,19,10,616,16.20292207792208,1.1824104234527688,91.0,0.0012374749498997,808.1781376518219,615,5.8971538676367405,9.208538750029554,2.5915163848462583,1.211940973975113
-1,0.0809776833156216,4193.98687664042,21,8,844,11.149289099526069,1.809976247030879,93.0,0.0026634073759166,375.4988028731046,843,6.637258031284457,9.149634496858788,3.260401571696699,1.922787731634459
-1,0.1013824884792626,727.8636363636364,25,4,178,8.53370786516854,1.75,59.0,0.0077799736495388,128.6198137171888,177,5.043425116919247,7.326465613840322,2.550226115908643,0.8501509293696101
