label,num_outgoing_packets,num_outgoing_packets_fraction,mean_outgoing_packet_order_idx,sum_alt_concentration_list,total_packets,incoming_count_first30,outgoing_count_first30,last_ts,max_dt,num_bursts,mean_burst_length,mean_outgoing_burst_length,max_burst_length,iat_mean,packets_per_sec,direction_changes,num_outgoing_packets_log1p,sum_alt_concentration_list_log1p,total_packets_log1p,last_ts_log1p,max_dt_log1p
-1,29,0.2230769230769231,36.758620689655174,5228.0,130,16,13,5.56,0.75,36,3.611111111111111,1.7058823529411764,32.0,0.04310077519379844,23.38129496402878,35,3.4011973816621555,8.56197533418813,4.875197323201151,1.8809906029559977,0.5596157879354227
-1,738,0.0743427017225748,3845.2466124661246,23747715.0,9927,17,12,11.88,1.5499999999999998,776,12.792525773195877,1.9069767441860466,100.0,0.0011968567398750755,835.6060606060605,775,6.6052979209482015,16.982996915399394,9.203114326884442,2.5556757206762075,0.9360933591703346
-1,74,0.20612813370473537,155.90540540540542,16013.0,359,16,13,17.81,4.149999999999999,77,4.662337662337662,1.9473684210526316,33.0,0.0497486033519553,20.157215047725998,76,4.31748811353631,9.68121861863258,5.886104031450156,2.934388643312939,1.6389967146756446
-1,541,0.05438279051065541,4667.994454713494,26224630.0,9948,20,9,9.17,1.35,733,13.57162346521146,1.4781420765027322,85.0,0.0009218859957776214,1084.8418756815704,732,6.295266001439646,17.08220964160427,9.20522732258936,2.3194422100604686,0.8544153281560676
-1,293,0.11682615629984051,1227.269624573379,877362.0,2508,26,3,53.59,10.060000000000002,341,7.354838709677419,1.723529411764706,70.0,0.021376146788990826,46.79977607762642,340,5.683579767338681,13.684676096777201,7.827639546366422,3.9998507157936665,2.403334996094189
-1,241,0.04438305709023941,2483.4398340248963,8691400.0,5430,26,3,12.68,3.54,404,13.44059405940594,1.199004975124378,72.0,0.002335605083809173,428.2334384858044,403,5.488937726156687,15.977844704039926,8.599878558034845,2.615934912194404,1.5129270120532565
-1,70,0.05271084337349398,585.4,673768.0,1328,17,12,25.4,12.21,108,12.296296296296296,1.320754716981132,62.0,0.019140919366993216,52.28346456692913,107,4.2626798770413155,13.420642601178779,7.192182058713246,3.2733640101522705,2.580974118534234
-1,194,0.043468518933452834,1604.1443298969073,3836595.0,4463,18,11,14.1,1.62,281,15.882562277580071,1.3857142857142857,84.0,0.00316001792917974,316.5248226950355,280,5.272999558563747,15.160096073094039,8.403800504061147,2.714694743820879,0.9631743177730056
-1,323,0.07225950782997763,2020.4520123839009,5317106.0,4470,19,10,41.87,15.89,372,12.016129032258064,1.7459459459459459,66.0,0.009368986350413963,106.75901600191068,371,5.780743515792329,15.486439916414136,8.405367376233981,3.7581722806098856,2.826721730819709
-1,428,0.04292448099488517,4250.128504672897,22904125.0,9971,16,13,9.73,1.18,672,14.837797619047619,1.2776119402985076,81.0,0.0009759277833500502,1024.7687564234327,671,6.061456918928017,16.94682762696745,9.207536444643448,2.373043556642607,0.7793248768009976
-1,363,0.036369101292455665,4167.504132231405,22248919.0,9981,19,10,12.35,2.3600000000000003,616,16.20292207792208,1.1824104234527688,91.0,0.0012374749498997998,808.1781376518219,615,5.8971538676367405,16.91780402607261,9.208538750029554,2.5915163848462583,1.211940973975113
-1,762,0.08097768331562168,4193.98687664042,17052188.0,9410,21,8,25.06,5.84,844,11.149289099526067,1.809976247030879,93.0,0.0026634073759166754,375.4988028731046,843,6.637258031284457,16.651789140549656,9.149634496858788,3.260401571696699,1.922787731634459
-1,154,0.10138248847926268,727.8636363636364,360391.0,1519,25,4,11.81,1.34,178,8.53370786516854,1.75,59.0,0.007779973649538866,128.6198137171888,177,5.043425116919247,12.794947606911682,7.326465613840322,2.550226115908643,0.8501509293696101
-1,661,0.0663921253515468,3924.425113464448,11172362.0,9956,20,9,39.64,3.51,986,10.0973630831643,1.3434959349593496,96.0,0.003981918633852335,251.16044399596367,985,6.495265555937008,16.2289536974635,9.206031100388085,3.7047528032702264,1.5062971535145868
-1,406,0.0585436193222783,2636.0591133004928,10984121.0,6935,20,9,48.99,13.130000000000003,457,15.175054704595185,1.780701754385965,100.0,0.007065186039803865,141.55950193917124,456,6.008813185442595,16.211961333433084,8.844480518460378,3.911822985425479,2.6483001966964363
-1,142,0.1347248576850095,363.7464788732394,215780.0,1054,20,9,34.03,27.92,129,8.170542635658915,2.21875,64.0,0.03231718898385565,30.972671172494856,128,4.962844630259907,12.282019283444393,6.961296045910167,3.5562048372093953,3.3645333972905638
-1,215,0.058014031300593634,1590.139534883721,4494500.0,3706,19,10,16.64,3.6899999999999995,294,12.605442176870747,1.4726027397260273,96.0,0.004491228070175439,222.71634615384616,293,5.375278407684165,15.318365207489725,8.217978203150732,2.8701690505786455,1.5454325824581878
-1,557,0.055991154000804184,4353.156193895871,15489004.0,9948,24,5,13.64,2.05,708,14.05084745762712,1.5779036827195467,95.0,0.0013712677189102243,729.3255131964809,707,6.324358962381311,16.55564097533958,9.20522732258936,2.6837575085331657,1.11514159061932
-1,81,0.135678391959799,196.0,74985.0,597,17,12,9.13,2.32,100,5.97,1.653061224489796,50.0,0.015318791946308726,65.38882803943045,99,4.406719247264253,11.22505670842739,6.393590753950631,2.315501318260592,1.199964782928397
-1,12,0.21818181818181817,21.25,1035.0,55,21,8,4.89,1.62,20,2.75,1.3333333333333333,14.0,0.09055555555555556,11.247443762781186,19,2.5649493574615367,6.943122422819428,4.02535169073515,1.7732559976634952,0.9631743177730056
-1,349,0.07240663900414938,1899.6074498567336,4647942.0,4820,20,9,53.26,21.83,412,11.699029126213592,1.7024390243902439,67.0,0.011052085494915957,90.49943672549756,411,5.857933154483459,15.351935314099618,8.480736654405622,3.9937873072307855,3.1280754605417043
-1,175,0.04777504777504778,1433.3942857142856,8013591.0,3663,19,10,14.58,5.01,275,13.32,1.2773722627737227,79.0,0.003981430912069908,251.23456790123456,274,5.170483995038151,15.896649657976308,8.20631072579402,2.7459880404426023,1.7934247485471162
-1,339,0.06958128078817734,2145.5634218289088,716966.0,4872,21,8,39.69,0.7599999999999999,434,11.225806451612904,1.5694444444444444,78.0,0.0081482241839458,122.75132275132276,433,5.8289456176102075,13.482785093417966,8.491465042843506,3.7059823620135983,0.5653138090500603
-1,56,0.18421052631578946,100.98214285714286,32278.0,304,17,12,5.53,1.09,63,4.825396825396825,1.8064516129032258,49.0,0.018250825082508252,54.97287522603978,62,4.04305126783455,10.382172142969702,5.720311776607412,1.8764069432883397,0.7371640659767197
-1,501,0.08218503937007875,2680.3672654690617,5797322.0,6096,19,10,27.16,9.719999999999999,502,12.143426294820717,2.004,91.0,0.00445611156685808,224.44771723122238,501,6.218600119691729,15.572906817244727,8.715552125907816,3.3379025312898416,2.372111155642656
-1,224,0.06924265842349304,1423.25,1240645.0,3235,19,10,36.03,11.46,300,10.783333333333333,1.5033557046979866,64.0,0.01114100185528757,89.78628920344157,299,5.41610040220442,14.031142769666575,8.082093278178382,3.6117283949255214,2.522523513359307
-1,23,0.24468085106382978,30.52173913043478,2358.0,94,18,11,4.2,0.9099999999999999,32,2.9375,1.5333333333333334,32.0,0.04516129032258065,22.38095238095238,31,3.1780538303479458,7.765993079407675,4.553876891600541,1.6486586255873816,0.6471032420585384
-1,213,0.04208654416123296,1813.5821596244132,10161475.0,5061,17,12,8.36,1.8800000000000001,346,14.627167630057803,1.2383720930232558,78.0,0.0016521739130434781,605.3827751196172,345,5.365976015021851,16.134114265153684,8.529516941105069,2.2364452904895007,1.0577902941478545
-1,545,0.0547408597830454,3894.833027522936,22679232.0,9956,19,10,9.61,0.8499999999999999,704,14.142045454545455,1.5527065527065527,93.0,0.0009653440482169763,1036.0041623309053,703,6.302618975744905,16.93696021790982,9.206031100388085,2.361796952625892,0.6151856390902334
-1,231,0.07356687898089172,1235.6623376623377,2953848.0,3140,20,9,29.23,11.68,298,10.536912751677852,1.5608108108108107,84.0,0.009311882765211853,107.42387957577832,297,5.44673737166631,14.898619623637622,8.052296499538647,3.408834808791367,2.5400259490090797
-1,30,0.18072289156626506,61.2,10740.0,166,17,12,5.4,0.9099999999999999,38,4.368421052631579,1.6666666666666667,37.0,0.03272727272727273,30.74074074074074,37,3.4339872044851463,9.281823473598047,5.117993812416755,1.8562979903656263,0.6471032420585384
-1,79,0.17913832199546487,163.50632911392404,92945.0,441,18,11,22.44,6.0600000000000005,70,6.3,2.323529411764706,39.0,0.051000000000000004,19.6524064171123,69,4.382026634673881,11.439773958334419,6.091309882077698,3.154443964708812,1.9544450515051508
-1,68,0.19540229885057472,191.2058823529412,25252.0,348,17,12,27.19,11.930000000000001,80,4.35,1.7435897435897436,47.0,0.07835734870317003,12.798823096726737,79,4.23410650459726,10.136700239527121,5.855071922202427,3.338967305126021,2.559550192783766
-1,68,0.13991769547325103,243.36764705882354,54858.0,486,23,6,13.83,3.92,86,5.651162790697675,1.619047619047619,48.0,0.028515463917525772,35.140997830802604,85,4.23410650459726,10.912521536108178,6.18826412308259,2.696652156149841,1.5933085305042167
-1,270,0.06198347107438017,1844.3111111111111,3836698.0,4356,15,14,49.63,19.36,329,13.240121580547113,1.646341463414634,69.0,0.011396096440872559,87.76949425750554,328,5.602118820879701,15.160122919448833,8.379539026117442,3.924544285981818,3.013572191682322
-1,90,0.08108108108108109,472.1333333333333,320672.0,1110,16,13,8.48,1.2899999999999991,142,7.816901408450704,1.2857142857142858,84.0,0.007646528403967539,130.89622641509433,141,4.51085950651685,12.678177191304446,7.01301578963963,2.2491843162669305,0.8285518175661479
-1,485,0.060937303681367,4635.222680412371,8329329.0,7959,18,11,41.2,10.48,644,12.358695652173912,1.5109034267912773,80.0,0.005177180196029154,193.1796116504854,643,6.186208623900494,15.935293578735315,8.982184278838428,3.742420221041966,2.4406063908914204
-1,297,0.04181331831620442,3339.3333333333335,12970849.0,7103,19,10,23.31,15.689999999999998,452,15.714601769911505,1.32,86.0,0.003282174035482963,304.7190047190047,451,5.697093486505405,16.378215089997212,8.868413284672005,3.1908877883280318,2.8148097376737438
-1,285,0.10666167664670659,1210.1192982456141,679094.0,2672,15,14,37.64,17.069999999999997,296,9.027027027027026,1.9387755102040816,52.0,0.014092100336952452,70.98831030818279,295,5.655991810819852,13.42851630838887,7.890956716138919,3.654288009344317,2.894253104604137
-1,464,0.051884155205188416,4250.0301724137935,4722531.0,8943,21,8,40.61,14.849999999999998,631,14.172741679873218,1.4730158730158731,74.0,0.004541489599642138,220.21669539522284,630,6.142037405587356,15.36785565440684,9.09873819539488,3.72834052299485,2.7631695003232895
